,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2.650970025643813,2.4201807102829886,5.6721593511714055,6.335253109320008,4.132090520731084,2.6685904657241917,4.509842518282086,2.400719383998341,3.1274414317037915,1.3688202356321255,3.266402493482078,5.441170493474447,1.339148799720566,1.3816722101727257,4.999318916837178,4.5150080057823745,4.20203692015647,0.6655058860943006,0.5009228837457465,1.5902665173412178,2.6359338848381935,4.001340717387272,2.7092701901795575,1.0572402638773173
1,2.6579226867447043,2.1809711359208785,5.6825254627316015,6.371276992847777,4.155817257542183,3.116210225652458,4.740346168321345,2.0933608362360157,3.0014239701102285,1.347654267176134,3.4712579201570763,5.3464911091712395,1.2611790693586087,1.6055970660238406,5.090301760951,4.650580722854579,3.9448004063182616,0.7085794323896822,0.4830303252751093,1.5474528640500076,2.543879428513113,3.8716778344212743,2.9272590206262032,1.2128936965103443
2,2.6346822462077037,1.822670705007341,5.861715078966783,6.079694638215757,4.09310413264589,3.2874161312475345,4.975339810177282,1.9152488403563583,2.892040399647404,1.4006229187961252,3.500804522994704,5.265826137272564,1.1817774818491646,1.8098178611448272,5.146960358196033,4.6554874379521145,3.68534777402821,0.7368316405051515,0.4767203135845544,1.4913040572089638,2.4798680452567625,3.6606764810835446,3.152465921858716,1.6403374279536715
3,2.7334817060348318,1.6893290639412863,6.1173188187324055,5.901055898385686,4.005477933635764,3.247522871378772,5.077219202520946,1.7739794821969626,2.799941090278361,1.5057118603809765,3.48721195031659,5.134728592327269,1.1417545060140106,2.089630890540764,5.2600816325645186,4.829402615778574,3.150086703171788,0.7025408399595972,0.5205594719483827,1.465117126068234,2.388555801136038,3.425896665367883,3.1944635548114735,2.184282205714197
4,2.7520195311966376,1.1608689091612348,6.342932956771483,5.7247791706921545,3.8393775951363636,3.159008426305237,4.8765366940901,1.6813186532718873,2.559436237739049,1.7063063393638922,3.391549255663262,5.024523774260048,1.1974208077796715,2.2605555867503813,5.424011829322235,4.941336734766213,2.588260583997972,0.6378155315611688,0.5549077451996073,1.5058182108488445,2.272042982855391,3.220549986004737,3.2667570242191055,2.580667851046838
5,2.8231192248496515,0.6752643619066568,6.568565096442493,5.663645847919471,3.6332441843747763,3.118311387506332,5.00313334761092,1.6105616785896706,2.2063523519312147,1.8363733804907054,3.3274612648887554,4.945637177337406,1.2325008850420842,2.415398459325393,5.599144577883465,4.993434548770387,2.226120104650959,0.63274651950393,0.5138724815601816,1.5313318287298914,2.177389802916376,2.8953774264535195,3.3177473489821736,2.7000839847162132
6,2.9260706154486424,0.39696051208081207,6.76135263328103,5.554273720509195,3.7429990610218575,3.308676538339784,5.071390716278536,1.6305031299223651,1.8315528440070301,2.022685405526015,3.3588262150926025,4.9746686809263485,1.2452521556435503,2.535329419402856,5.696426743941961,4.921423318815171,2.334641660516341,0.5303953161075384,0.6872891882675961,1.6373790108443143,2.1233193599686078,2.697419614408559,3.365651456773654,3.121025796585357
7,2.973874457961166,0.6352513736267651,6.94941702721263,5.506089247393889,3.602483357409384,3.384051201278112,5.168736188905451,1.6366078334585632,1.49376691962213,2.2486768745079813,3.342335605213825,5.034418153601064,1.1772489081291182,2.670135951779022,5.909545966425777,4.868876151626812,2.1235620844244196,0.5128623910099458,0.751936203436316,1.6406632127688883,2.0130462033341843,2.433777609600614,3.428230458756611,3.4404510059686833
8,2.9992110966318095,0.9756280752615539,7.269429398627097,5.45253761374382,3.768666410332503,3.420004912098359,5.3347578849648265,1.6374626684211426,1.3522655512711255,2.2408555365695872,3.284214319201316,4.980613309857776,1.080871541988868,2.8063813125101276,5.958006991491731,4.964537614002956,1.8786865876998193,0.47856608599181294,0.7065324426267124,1.7342562699835855,1.786392573954441,2.2295130603311093,3.5024132583697103,3.646270122926872
9,3.0685323705843337,1.4836384445524153,7.196185382630308,5.4210114641971945,3.7667063938413654,3.4253851351452322,5.5012879311138665,1.6471462664691705,1.1783679538512963,2.3490620371875175,3.270995417239321,4.905923490134841,1.008793480790255,2.988737583420107,6.339788761990373,5.197524523206019,1.6992412596642774,0.43940321711227937,0.4809647430761982,1.7881145233620608,1.609532569443049,2.0054917312666145,3.470688141177443,3.76964961930066
