,mslp_pc_0_daily,mslp_pc_1_daily,mslp_pc_2_daily,mslp_pc_3_daily,mslp_pc_4_daily
1997-03-21,-1561.183,35.345043,-604.49084,-1.713017,-469.23282
1997-03-22,-1533.3207,269.39938,11.263738,-62.472214,-623.07837
1997-03-23,-1124.9559,591.7593,158.74718,282.04895,-383.40723
1997-03-24,-696.68646,639.0812,507.19537,855.9915,-308.07108
1997-03-25,405.1338,363.80774,1749.9751,993.6848,121.87005
1997-03-26,1704.0734,-270.2644,1926.3042,585.7459,364.8048
1997-03-27,2179.1968,-1376.2847,274.4076,104.06097,68.90315
1997-03-28,1270.1599,-1730.0425,-1175.2786,372.29758,-76.74647
1997-03-29,481.91864,-1324.4481,-675.22876,497.73117,-297.7481
1997-03-30,756.43494,-1213.5679,339.57526,228.6516,256.91064
1997-03-31,1170.4371,-1432.4589,490.64978,-287.278,319.36264
1997-04-01,1359.1224,-1697.3192,208.99712,-367.44055,510.4599
1997-04-02,1122.9377,-1339.5018,-31.643385,-287.13907,224.7198
1997-04-03,1241.2384,-1395.4419,-1093.6558,29.529497,-6.638832
1997-04-04,516.5722,-1406.8597,-1232.2667,124.21202,-776.23254
1997-04-05,262.90015,-881.728,-922.07446,82.304756,-427.11392
1997-04-06,-1035.242,-481.37564,-567.2914,191.20972,-465.8294
1997-04-07,-1647.9073,-99.395836,898.5992,219.28903,-378.1071
1997-04-08,-1205.8473,-203.70999,1697.0774,273.51782,36.998722
1997-04-09,-835.4216,-1117.3616,1285.7451,-156.33145,348.70428
1997-04-10,-393.84033,-1768.9596,1.5764527,-557.8485,-195.51338
1997-04-11,-756.29004,-1428.2292,-1586.7494,80.827934,-1056.3845
1997-04-12,-685.304,-1261.2506,-389.1457,316.76462,-169.31595
1997-04-13,-40.468365,-1437.0355,-349.48376,-718.5467,414.4497
1997-04-14,-301.89648,-1261.8989,-1118.6028,-627.46655,-74.758194
1997-04-15,-958.5311,-856.2598,-594.3617,62.482548,-64.467255
1997-04-16,-1176.8236,-602.2234,-653.4175,-432.2446,189.74304
1997-04-17,-1204.6866,-417.17578,-901.19434,-626.6385,55.35019
1997-04-18,-900.00024,-424.11612,-1092.9783,-599.27454,-37.38049
1997-04-19,-554.8543,-172.78722,-726.2151,8.391354,263.17834
1997-04-20,66.21389,-346.7172,-655.187,75.88253,681.49396
1997-04-21,477.94217,-507.40955,-1237.0178,-58.283993,682.6998
1997-04-22,749.5613,-432.93204,-862.06525,213.05307,303.45697
1997-04-23,866.0131,-304.62042,-197.11484,-163.99936,-253.09065
1997-04-24,734.1991,-504.573,-344.54858,-728.6971,-277.62567
1997-04-25,327.49396,-466.01508,-234.52925,-744.2283,-479.18848
1997-04-26,467.40994,118.205864,266.44028,-636.77423,-289.29083
1997-04-27,946.626,279.9927,465.97028,-461.95105,-305.12384
1997-04-28,1353.6187,-20.60054,267.0648,-225.82362,-378.8127
1997-04-29,601.2812,-262.7293,-98.14668,334.0759,-282.0493
1997-04-30,-210.06052,-401.10736,473.60294,226.83038,-138.8401
1997-05-01,-32.727753,-786.00183,753.0693,-456.07834,153.70126
1997-05-02,394.51425,-1074.7681,-142.63693,-1145.2286,61.203106
1997-05-03,855.7942,-567.8868,-821.66394,-1111.5139,-534.27325
1997-05-04,1597.2476,458.22046,-836.73883,-920.6812,-284.51263
1997-05-05,2295.9578,455.73688,-1327.5135,-240.76593,460.8801
1997-05-06,2422.4812,84.83728,-1442.3441,433.9109,349.034
1997-05-07,1794.9836,213.3598,-750.3444,693.1487,172.78554
1997-05-08,1163.9419,779.6577,-229.96986,575.5185,-149.88461
1997-05-09,644.3285,907.1187,-450.47375,234.27252,-489.2583
1997-05-10,814.9039,610.1214,-170.48752,-359.8833,-133.4833
1997-05-11,774.53906,505.13547,471.7124,-327.45386,87.37322
1997-05-12,371.66324,213.8027,774.6575,-269.8358,-118.18418
1997-05-13,40.56855,-54.421753,773.19806,-244.7808,18.183327
1997-05-14,-218.0468,142.4601,659.14343,-227.84506,59.13056
1997-05-15,-636.98785,321.4404,113.668106,-511.9014,17.962696
1997-05-16,-1176.918,643.4926,-86.46059,-349.8591,-206.96982
1997-05-17,-1221.6705,810.24664,-253.5543,-390.75378,-171.9246
1997-05-18,-819.53955,860.617,-809.18774,-753.408,-142.34346
1997-05-19,-349.54977,920.8704,-1060.6967,-510.84592,-333.68146
1997-05-20,-110.27099,751.1502,-1002.6303,-76.23286,-255.64557
1997-05-21,-219.70609,410.21484,-956.64246,104.6155,-198.27902
1997-05-22,-588.5009,401.67108,-872.3888,-185.17538,-194.11426
1997-05-23,-1040.4231,186.38544,-528.68896,-319.65152,154.40878
1997-05-24,-1433.1428,-277.81802,84.19398,-157.50557,347.1362
1997-05-25,-1169.283,-469.33038,511.32425,-105.426796,438.96594
1997-05-26,-821.80817,-438.43234,9.916122,-208.24332,422.06122
1997-05-27,-1111.8408,-302.63876,-451.25925,-74.51987,144.26228
1997-05-28,-1148.2994,-383.39853,-45.68961,4.157933,135.4009
1997-05-29,-1013.9367,-305.18216,344.52237,51.215443,-137.36017
1997-05-30,-1348.978,-106.4656,398.65594,251.64052,69.40136
1997-05-31,-1736.1155,229.11638,131.05551,152.7953,287.2711
1997-06-01,-1778.6335,211.64288,-366.03995,-28.296392,465.74124
1997-06-02,-1348.9631,-66.98443,-705.6885,-237.76291,337.79013
1997-06-03,-611.28766,-228.08603,-642.4915,-240.8403,65.97212
1997-06-04,200.58804,181.95584,139.02563,-426.198,439.59747
1997-06-05,229.47667,888.9072,120.01639,-811.3112,674.26215
1997-06-06,-170.99544,1528.6908,-40.144497,-835.86847,222.51863
1997-06-07,185.32355,1571.1954,599.7504,-443.79178,62.25564
1997-06-08,-164.2768,935.5563,997.35846,37.786316,-114.33473
1997-06-09,-567.3347,393.9593,774.7887,-57.42068,-193.68008
1997-06-10,-393.85,329.32825,484.70325,-149.24576,197.5728
1997-06-11,-189.65343,574.8441,68.04751,-7.223238,307.83517
1997-06-12,115.41232,763.1404,-289.10953,56.525295,306.09396
1997-06-13,486.4433,687.0979,-436.4165,182.06647,391.07327
1997-06-14,687.7164,144.40343,-417.49985,267.52832,219.55075
1997-06-15,221.1455,-128.98347,-287.10373,204.1217,-129.58821
1997-06-16,-389.94418,-87.99773,-239.4941,68.44807,-201.4697
1997-06-17,-518.184,-12.044404,-155.3144,246.28578,-334.27945
1997-06-18,-153.20438,416.27835,-57.10281,253.51866,-574.83545
1997-06-19,157.36076,894.0769,-239.71458,145.00847,-404.63098
1997-06-20,524.07587,1372.5265,-476.5551,96.920006,-222.15144
1997-06-21,569.25134,1258.6522,-701.2167,95.04107,66.639175
1997-06-22,592.8224,660.95123,-830.13416,241.63702,200.4779
1997-06-23,896.193,-73.76935,-917.13654,183.29512,16.61342
1997-06-24,1173.0782,-165.4852,-731.04126,-163.63268,-193.25456
1997-06-25,958.1663,264.0166,-808.1465,-130.2286,262.92935
1997-06-26,171.34473,477.58084,-1099.6742,324.83508,717.66876
1997-06-27,-459.0773,651.84174,-743.5812,616.24634,795.1134
1997-06-28,-420.00095,519.2024,-228.72482,458.987,732.30115
1997-06-29,-8.844722,330.12326,-292.5519,354.0999,720.888
1997-06-30,126.62981,291.96988,-801.4144,314.3349,539.7048
1997-07-01,-110.91596,268.92093,-684.5027,201.70052,259.1556
1997-07-02,-248.34357,377.15933,-247.68431,129.07692,75.744705
1997-07-03,-84.6034,197.43709,270.39893,249.45729,11.571596
1997-07-04,-296.7319,-315.82452,387.51324,417.40012,-93.86544
1997-07-05,-499.74277,-620.4786,560.24805,665.75885,-260.88135
1997-07-06,-624.2299,-640.6053,453.19144,696.4002,-201.02338
1997-07-07,-810.3362,-438.0181,0.5137579,397.21252,-170.00665
1997-07-08,-688.55176,-57.81942,-84.38725,145.52534,-368.86337
1997-07-09,-603.3746,229.17157,-91.00199,115.79885,-304.0511
1997-07-10,-687.5562,410.65103,-306.21423,95.73263,-335.68552
1997-07-11,-620.5492,633.84906,-183.77428,25.814817,-440.821
1997-07-12,-629.75415,746.7494,29.876778,92.16962,-257.00275
1997-07-13,-716.5181,551.89606,331.9599,235.20444,-132.37326
1997-07-14,-810.45935,427.40204,577.4313,189.80194,-277.78857
1997-07-15,-803.9894,367.2443,468.70593,232.04933,-221.55588
1997-07-16,-720.88153,310.04984,40.237373,268.0827,-0.52780616
1997-07-17,-797.45276,240.7702,-341.12485,287.6677,85.73396
1997-07-18,-1271.0007,120.39828,-353.08362,431.78613,-69.74242
1997-07-19,-1498.3188,-81.09057,-67.24425,479.9412,-293.36417
1997-07-20,-1526.1908,21.315073,-11.337069,354.2521,-332.55438
1997-07-21,-1353.983,224.70517,-8.927952,306.13086,-152.34627
1997-07-22,-1271.0857,322.0588,22.766075,238.79445,-95.63638
1997-07-23,-932.9594,242.52596,172.1929,168.80212,-216.6153
1997-07-24,-205.87059,206.1818,65.94019,89.56824,-274.7794
1997-07-25,241.00644,147.9136,-210.62502,291.68378,-290.03275
1997-07-26,146.19601,-77.53985,-367.51718,223.84407,-294.3437
1997-07-27,170.52196,-393.63806,-294.80258,68.48303,-251.21216
1997-07-28,175.10667,-492.07498,73.191635,-242.79395,-189.55795
1997-07-29,122.828995,-82.64452,511.98557,-367.6392,-401.4498
1997-07-30,105.36936,-80.80523,490.17447,128.2553,-233.9732
1997-07-31,264.1673,21.075907,286.63867,452.17743,-262.33325
1997-08-01,471.21066,91.80005,288.6942,749.5286,-60.510857
1997-08-02,130.88336,-249.69777,294.94986,547.32245,257.97128
1997-08-03,-386.07986,-251.33553,122.603546,236.33997,293.43997
1997-08-04,-718.05505,-262.64145,147.43697,282.8595,324.0524
1997-08-05,-921.5773,-83.09725,167.47687,271.0692,189.5641
1997-08-06,-907.6676,169.00514,250.71974,380.4829,278.2549
1997-08-07,-832.996,394.58664,447.27835,227.66957,235.70544
1997-08-08,-251.44357,222.65228,848.1309,148.15465,429.869
1997-08-09,-357.19617,-118.10289,372.57068,-269.42953,546.4316
1997-08-10,-1021.8424,461.75073,-8.685797,-676.989,103.72942
1997-08-11,-1673.8937,837.37695,183.34929,-480.72244,-221.40591
1997-08-12,-1481.0509,215.03252,294.29324,-444.6106,-164.3288
1997-08-13,-1037.323,-341.97833,-84.32735,-498.62033,-377.05408
1997-08-14,-711.0804,-328.30936,-166.0104,-219.74126,-624.90063
1997-08-15,-681.85236,-75.33393,65.83179,-36.450077,-504.1107
1997-08-16,-605.9036,119.69377,421.54282,-6.109014,-310.62503
1997-08-17,-663.8077,-168.05533,647.32043,201.17221,66.439384
1997-08-18,-968.1053,-14.736454,345.10065,-205.13252,163.97314
1997-08-19,-1003.2144,327.5095,339.67703,-366.24182,82.981514
1997-08-20,-672.28546,501.18524,813.091,-157.85994,-42.63127
1997-08-21,-11.118074,219.01172,1285.8094,84.63461,170.47939
1997-08-22,471.46878,-311.08444,1173.4186,61.0673,471.27658
1997-08-23,643.76263,-325.8479,757.259,-115.55138,606.61896
1997-08-24,333.97983,-87.6423,386.3353,-239.71344,452.49393
1997-08-25,202.40865,452.8254,244.87062,-122.09049,141.5774
1997-08-26,329.17038,1023.16235,204.26984,-194.7173,27.875908
1997-08-27,343.71466,1575.458,10.750385,-188.4586,-60.455482
1997-08-28,475.0566,1557.1814,22.079796,421.93817,-243.5758
1997-08-29,497.82428,1073.7072,315.76712,475.8219,-346.20947
1997-08-30,109.74173,729.3843,340.04462,455.09564,-141.31294
1997-08-31,-376.20703,730.44965,121.39152,255.3333,-203.66534
1997-09-01,-656.32495,769.05,187.47281,182.72833,-418.95215
1997-09-02,-555.63684,791.5518,572.70087,37.537415,-331.0972
1997-09-03,-257.3252,797.6522,779.17773,-116.406784,-144.6562
1997-09-04,94.82828,479.06137,968.31726,108.35924,-33.974667
1997-09-05,130.32361,-58.584053,905.66437,256.21747,352.0048
1997-09-06,127.33619,-786.66736,731.07904,276.06668,506.59717
1997-09-07,552.23926,-1343.2006,797.2169,200.10881,459.9564
1997-09-08,1054.3911,-1818.431,-111.07761,-120.32664,424.14206
1997-09-09,717.66907,-1726.8119,-1430.6355,-271.89612,-138.04482
1997-09-10,461.88904,-969.54956,-1115.3586,-312.0412,-399.60373
1997-09-11,820.1228,-111.64913,-491.9465,-554.12634,-112.43057
1997-09-12,1479.8448,-97.12736,-481.9066,-282.14465,441.80652
1997-09-13,1547.1256,-798.2618,-575.45215,-89.57326,391.85257
1997-09-14,1073.6444,-894.7166,105.62771,-572.31195,-34.255352
1997-09-15,941.78394,-351.54932,1078.9631,-423.70062,-4.4498444
1997-09-16,993.0278,-337.41983,813.3496,-807.6175,431.80908
1997-09-17,445.67758,-1004.4254,-221.12984,-1267.762,482.7499
1997-09-18,-585.49524,-1030.9025,-745.21735,-1160.3745,184.66225
1997-09-19,-1097.8635,-972.6718,-609.5458,-535.6817,59.515682
1997-09-20,-934.8342,-1026.8396,-279.5146,-428.33905,152.4113
1997-09-21,-790.99524,-994.72394,-309.20184,-812.8631,-12.7109
1997-09-22,-932.58594,-792.86444,-268.9554,-836.35626,-2.188065
1997-09-23,-856.88666,-679.9987,-129.96942,-488.53983,53.06444
1997-09-24,-869.98346,-697.47485,207.19615,-193.35489,79.079185
1997-09-25,-1143.9203,-980.9538,53.854927,-217.80893,268.22647
1997-09-26,-1074.3955,-708.3417,-287.2524,-96.707085,-81.81926
1997-09-27,-477.8753,45.806217,-307.10107,334.90775,-128.25804
1997-09-28,313.3507,684.8952,605.6963,331.48605,-423.7187
1997-09-29,541.3875,-307.4298,1228.6318,780.21674,308.94
1997-09-30,26.022566,-731.1334,603.7291,566.6836,140.6623
1997-10-01,703.52795,-900.66315,-278.58032,503.47894,204.86894
1997-10-02,648.4487,-863.2948,-1187.855,588.4884,-156.17206
1997-10-03,665.7686,-957.58514,-352.145,523.87665,74.7859
1997-10-04,1131.2002,-1050.6804,-280.23282,-138.65105,-32.12315
1997-10-05,1084.8604,-146.68977,-635.85425,-506.15732,-587.056
1997-10-06,950.96375,930.26605,-255.1082,-572.6805,-309.19946
1997-10-07,1118.0393,1474.1628,-14.547641,-229.82439,-273.6061
1997-10-08,1395.1549,1258.7198,138.14406,-344.56757,-258.1854
1997-10-09,1585.0092,674.8958,-275.61392,-135.99214,-461.09808
1997-10-10,1623.8716,70.74537,-1070.896,327.4262,-356.51657
1997-10-11,1513.8921,-95.782104,-1587.5919,585.66296,-350.92322
1997-10-12,1155.6909,-893.47797,-2056.3816,787.68915,-125.36071
1997-10-13,133.6745,-1113.0995,-1695.6205,856.7379,-352.87546
1997-10-14,-290.15152,-485.64014,-639.5338,874.6925,-755.24493
1997-10-15,-221.57588,192.57622,-395.9685,719.13684,-797.2152
1997-10-16,199.26033,722.6259,194.69742,207.94003,-415.06625
1997-10-17,432.37164,792.8973,795.86414,-276.53998,405.60748
1997-10-18,597.51215,-376.72275,444.68533,-1035.1499,963.09314
1997-10-19,-39.315937,-744.70996,-951.4586,-1408.8729,519.9093
1997-10-20,-528.7731,-532.8137,-1366.0427,-960.73157,360.28003
1997-10-21,-343.52087,-406.1073,-1113.4308,-721.2623,427.1401
1997-10-22,-178.6841,-341.0678,-1390.9845,-653.10675,346.34723
1997-10-23,-364.07822,-561.3316,-1874.1531,-498.72324,54.596645
1997-10-24,-1046.5406,-748.2557,-1776.7719,-308.1434,-225.95691
1997-10-25,-1477.1438,-698.7162,-1359.6737,-471.8114,-462.2636
1997-10-26,-1934.842,-241.45044,-945.2475,-443.8679,-453.6972
1997-10-27,-2210.6357,-178.17923,-306.94577,-367.96576,-9.573067
1997-10-28,-2074.8523,-628.54083,309.93787,-407.68396,148.82057
1997-10-29,-1810.718,-1061.8909,645.35876,-356.3624,-79.57857
1997-10-30,-1743.7129,-1335.2102,656.00195,-291.36823,391.9873
1997-10-31,-1619.9161,-1380.422,102.298096,-709.81604,415.1228
1997-11-01,-1246.7904,-1089.5878,-879.93665,-836.3658,126.26596
1997-11-02,-1347.2322,-336.236,-1403.1487,-720.27686,-132.77303
1997-11-03,-1471.056,464.07867,-1096.409,-451.21463,-168.08942
1997-11-04,-1174.6057,1094.9266,-207.25381,-437.61887,41.233807
1997-11-05,314.14395,1504.32,436.4445,-430.71732,855.27985
1997-11-06,1883.2358,1651.3152,-190.21008,-248.81528,1063.3225
1997-11-07,2126.6887,1449.3942,-480.6991,-145.03568,472.00214
1997-11-08,2011.0844,1420.3967,-427.2992,-108.897446,108.52927
1997-11-09,1607.9832,1539.9987,-617.6413,88.52913,-259.76254
1997-11-10,902.3202,1833.6613,-443.5251,459.53506,-122.14653
1997-11-11,619.49744,1577.3958,-325.61942,665.3663,234.16168
1997-11-12,486.02356,1087.2811,-283.13248,465.28262,342.43982
1997-11-13,912.3681,852.78467,-314.90198,318.99072,390.93243
1997-11-14,1177.4186,543.7233,119.56425,5.3766522,-48.50096
1997-11-15,257.63327,1092.9104,751.442,-47.317432,-474.40317
1997-11-16,-31.78025,1501.7145,1294.1003,211.51154,-287.8979
1997-11-17,-37.048508,1826.8959,1233.0516,-323.5285,186.30975
1997-11-18,650.93164,1949.8834,1577.5543,138.7515,290.7459
1997-11-19,873.78656,2240.095,1405.6891,128.5459,457.35208
1997-11-20,517.3927,2130.1038,640.0942,413.386,-71.08499
1997-11-21,-346.64996,1594.1968,347.73373,467.1922,-368.737
1997-11-22,-1533.7805,1217.4556,226.98148,311.9193,-366.57568
1997-11-23,-1891.7177,1467.555,235.66252,-413.09238,-338.2936
1997-11-24,-1472.1512,1743.5054,148.74332,-516.9258,-109.54242
1997-11-25,-1130.0625,1799.549,-158.71085,-448.14404,31.809347
1997-11-26,-1406.3857,1481.4137,-281.9594,-331.77405,-61.089424
1997-11-27,-1365.9636,1117.9728,-141.48578,-627.112,-308.7403
1997-11-28,-890.97064,1008.6163,-256.63065,-431.0526,-262.48682
1997-11-29,-854.95355,883.2259,-808.4063,235.1528,-137.5615
1997-11-30,-1222.3779,576.3761,-1362.4004,688.755,-287.42563
1997-12-01,-1514.882,891.11237,-1468.6139,835.70404,-282.99265
1997-12-02,-1617.6125,878.2431,-1826.7264,784.0785,43.18689
1997-12-03,-1716.7078,440.12488,-1744.3358,687.06335,127.3878
1997-12-04,-1052.8523,-27.133633,-911.98566,556.0458,156.65869
1997-12-05,98.573006,-11.477875,244.5434,266.27362,75.17665
1997-12-06,889.497,295.41452,838.963,-45.89146,-117.094666
1997-12-07,1569.2867,709.6631,861.41565,-323.53812,238.26117
1997-12-08,1638.5098,896.3358,282.05176,-37.432175,176.80415
1997-12-09,1680.0469,857.51483,476.08636,-33.542664,67.93023
1997-12-10,1668.4197,955.0214,593.95013,297.89948,79.93976
1997-12-11,1042.6824,527.0305,48.29015,877.01404,82.74705
1997-12-12,-102.21686,-159.67952,31.726017,1358.5052,-80.3451
1997-12-13,-1459.174,-231.91995,4.3576612,812.90826,-401.14252
1997-12-14,-2640.149,340.78293,519.0739,395.65005,-294.59195
1997-12-15,-3608.403,415.72458,702.4307,-191.16292,616.72577
1997-12-16,-3497.2617,695.73505,673.63336,-1207.0276,1171.5463
1997-12-17,-2559.076,1799.1656,-85.15159,-2256.6812,933.5286
1997-12-18,-1377.2798,2390.8232,-155.52452,-1591.5809,367.9513
1997-12-19,-452.53668,1857.6484,-275.07654,-639.27655,245.59673
1997-12-20,-399.355,1332.0311,-149.48277,218.26512,220.6268
1997-12-21,-620.0626,1049.3531,-42.098717,-86.94639,259.6141
1997-12-22,-640.7827,860.1258,-154.84363,-186.15082,107.96591
1997-12-23,-499.85226,709.2936,424.91333,-162.10722,-472.21652
1997-12-24,46.281258,716.021,999.0767,-350.0411,-514.7328
1997-12-25,1089.5011,709.4638,356.00363,-112.20639,-507.67065
1997-12-26,1391.7179,203.86516,-452.02832,675.1291,-387.30075
1997-12-27,875.07245,-164.91304,-700.3963,634.4138,-322.1023
1997-12-28,476.9068,382.43027,-691.84827,178.41116,-44.853443
1997-12-29,351.07904,792.09717,-419.95187,251.7052,220.7053
1997-12-30,900.8742,1550.3691,686.2469,257.6632,-208.61928
1997-12-31,1058.6975,1223.8989,975.62524,672.34045,-38.481964
1998-01-01,1509.9102,1571.7705,1977.1523,379.7482,-192.85468
1998-01-02,2307.663,2004.3058,1341.9159,670.3253,-28.42238
1998-01-03,2428.9177,1589.7333,791.49347,646.2801,-134.52464
1998-01-04,2576.5574,1041.8606,141.33527,83.78732,-245.53516
1998-01-05,2057.7341,483.8912,-387.2665,-113.993004,-301.15118
1998-01-06,1210.7777,820.4655,-475.5381,-434.603,-936.5661
1998-01-07,942.1981,1156.6166,81.04624,-270.29944,-1084.5973
1998-01-08,340.27225,919.046,235.0016,-389.01794,-1222.3773
1998-01-09,-494.85184,899.5401,636.10266,-342.8491,-1014.3581
1998-01-10,-344.86087,635.65674,618.3403,-918.786,-67.58233
1998-01-11,-52.060387,899.7554,92.26426,-1339.1259,-552.3756
1998-01-12,156.8898,1130.0204,429.63824,-576.0648,-188.68954
1998-01-13,316.7,974.0676,-41.996204,172.07117,226.13452
1998-01-14,213.87683,711.9271,-158.06432,70.851295,1.3330522
1998-01-15,550.73773,275.1467,-220.99606,-465.32657,-113.56338
1998-01-16,437.77673,-541.8666,-1121.2693,-224.08229,99.55291
1998-01-17,192.73976,-456.48993,-1246.16,-642.69867,-307.4921
1998-01-18,604.05286,456.91162,-1206.7755,-757.55176,-110.61583
1998-01-19,9.057178,75.434364,-1804.7448,220.0099,144.01465
1998-01-20,-1170.0978,96.75252,-456.11346,983.4149,-614.1689
1998-01-21,-1182.4413,-50.71318,1323.5084,984.44226,136.13808
1998-01-22,-1560.2646,-538.32623,303.9099,-182.32034,771.0809
1998-01-23,-2729.8608,-616.7165,-1039.1362,-612.2955,317.07266
1998-01-24,-2885.0623,-697.5955,-886.6955,-251.18279,173.95499
1998-01-25,-2500.7678,-738.03906,-151.988,-219.71075,399.135
1998-01-26,-1651.6864,-999.3369,21.968163,-817.4712,469.70078
1998-01-27,-839.92114,-639.58484,-840.8972,-1016.6942,242.13924
1998-01-28,-1014.22345,-15.249657,-1102.6185,-499.61737,-7.684745
1998-01-29,-1112.4724,-85.27153,-1031.2942,-702.6707,128.19164
1998-01-30,-1140.2751,195.19626,-1304.226,-618.18945,-166.83289
1998-01-31,-1238.4745,92.63737,-1091.8197,-321.22226,330.57272
1998-02-01,-875.0967,-30.080482,-770.4759,-520.6808,780.9586
1998-02-02,-264.87958,321.1572,-1084.9042,-135.87944,940.30457
1998-02-03,520.225,525.45654,-544.38654,662.0923,739.60205
1998-02-04,745.7541,124.62275,-35.447296,796.4464,710.1389
1998-02-05,555.6264,-48.278854,316.2913,477.1395,16.638481
1998-02-06,533.9747,195.44879,1034.3026,392.6638,-336.69858
1998-02-07,330.92908,-361.26044,847.8613,193.6101,-105.58726
1998-02-08,453.30325,-376.67184,1198.5267,-106.47925,-333.84103
1998-02-09,913.46954,-895.0932,1268.5433,-263.49097,197.0877
1998-02-10,1199.496,-1554.0464,748.35175,-888.30426,83.4742
1998-02-11,899.9544,-1071.2819,363.62036,-1058.8373,-388.82886
1998-02-12,144.27719,-878.7101,-233.39488,-597.6434,-879.1513
1998-02-13,-593.76733,-702.5891,638.3583,-102.55255,-781.2912
1998-02-14,-97.13748,-966.1158,942.2812,-172.93399,-208.74736
1998-02-15,199.63002,-942.5264,62.514103,-510.9875,-401.13034
1998-02-16,428.65558,-1165.5681,-953.66455,93.17012,-856.8473
1998-02-17,-248.77065,-1243.4686,351.35947,574.57623,-267.81485
1998-02-18,457.25464,-1544.8647,513.712,-1075.3191,-53.544186
1998-02-19,933.97186,-864.5754,319.14737,-1001.7048,-634.0727
1998-02-20,1305.7185,71.88422,674.851,-1014.5443,-126.47534
1998-02-21,1987.524,-589.9637,554.3351,-673.0879,383.285
1998-02-22,1315.2804,-1716.8854,316.826,-139.75853,-96.60575
1998-02-23,173.00389,-1792.8372,144.22656,-27.010754,-612.80255
1998-02-24,-1255.6675,-1314.8708,493.52005,518.1504,-923.4294
1998-02-25,-622.36725,-1607.0063,1468.1292,219.65935,76.26125
1998-02-26,1325.4792,-2178.3364,1459.6807,-321.15094,351.60815
1998-02-27,2554.058,-1903.8866,-149.48663,-730.24585,143.40709
1998-02-28,2083.923,-1605.1278,-1613.9614,-680.39246,-266.00705
1998-03-01,1151.0199,-833.93207,-663.411,-556.1717,-576.5582
1998-03-02,679.06146,-62.176285,-209.96965,-877.30457,-621.1341
1998-03-03,1151.7236,730.0222,-10.27988,-913.82947,-561.25226
1998-03-04,1967.0781,122.453545,-843.86615,-496.37714,-409.97018
1998-03-05,1048.5719,-826.13574,-1277.5657,-411.5299,-689.67487
1998-03-06,304.63452,-262.20816,-613.8148,-646.716,-758.9901
1998-03-07,315.72775,167.03299,-867.5714,-194.0673,-516.3151
1998-03-08,-279.64343,-120.73712,-1694.2201,443.0237,-470.66953
1998-03-09,-944.1521,-342.76785,-970.4878,822.2747,-687.03894
1998-03-10,-850.1614,-11.516653,227.7935,664.4489,-402.74152
1998-03-11,-707.8404,-570.9394,-223.77744,1080.7853,444.50125
1998-03-12,-704.54553,-1093.1862,-107.642006,986.06494,269.24417
1998-03-13,-538.49744,-1358.1466,-502.8413,350.2313,-264.3621
1998-03-14,-489.2208,-1402.8406,-275.62268,750.18695,-401.79843
1998-03-15,-488.2751,-1356.6257,553.032,1039.0084,138.94499
1998-03-16,-294.62537,-1212.5479,855.3242,835.43994,346.3782
1998-03-17,-66.80355,-1227.2786,991.90204,623.5067,414.3206
1998-03-18,-727.7565,-1960.8088,32.92517,-216.45444,228.06287
1998-03-19,-1545.0203,-2090.2954,-282.30997,-526.9364,-285.07028
1998-03-20,-2082.3699,-1527.0358,-253.58418,-24.414318,-399.0557
1998-03-21,-2372.4558,-1023.6273,366.52664,242.8797,32.237602
1998-03-22,-2606.967,-609.31537,918.6499,210.30072,46.47071
1998-03-23,-2147.2888,-456.6649,1816.4558,555.2363,22.320831
1998-03-24,-1592.8077,-738.2105,1457.771,518.9823,171.68684
1998-03-25,-939.2725,-339.27777,1627.6714,141.32417,-79.715195
1998-03-26,569.967,162.82964,1883.3663,230.74306,196.3024
1998-03-27,869.9244,167.93149,1469.0377,-248.79285,145.87798
1998-03-28,322.94165,528.3227,1474.514,-133.59158,194.92389
1998-03-29,-208.51259,840.9707,789.06287,-270.20773,606.0149
1998-03-30,-468.5941,701.91595,383.9381,-518.83777,133.93823
1998-03-31,-453.18665,210.16342,-492.3421,-664.83563,-353.71698
1998-04-01,-839.7977,572.1278,-618.4885,-366.62378,-822.2469
1998-04-02,-630.95526,1542.4396,-294.61923,-429.67267,-589.6694
1998-04-03,489.82584,2059.2039,-233.75114,-561.9073,-31.066559
1998-04-04,1083.2992,1521.232,-548.3117,-388.29266,-42.545555
1998-04-05,865.88184,931.02814,-556.2984,-309.15643,-154.94908
1998-04-06,472.92484,532.06616,-745.4127,-377.5726,-97.56991
1998-04-07,469.95575,327.83063,-1025.0204,-58.21898,14.436979
1998-04-08,413.1939,342.51492,-1554.6101,10.408356,-71.31358
1998-04-09,67.21198,579.09924,-1728.5383,67.56207,399.76498
1998-04-10,-298.05197,803.90186,-1495.5227,165.11232,456.12958
1998-04-11,-382.67685,553.6801,-1433.8003,518.2321,160.17542
1998-04-12,-112.34299,213.40085,-1433.4202,735.79065,-376.7247
1998-04-13,591.93744,429.22028,-1054.7103,518.64465,-474.7015
1998-04-14,701.251,1005.58325,-784.9845,46.758465,80.1562
1998-04-15,781.61304,1315.9698,-297.8634,96.875885,299.33487
1998-04-16,1203.4233,1582.15,-584.40796,538.7814,471.14536
1998-04-17,1084.3605,1065.4731,-570.62787,1171.6091,329.20926
1998-04-18,826.56586,1074.3641,-276.69666,700.6653,-200.79971
1998-04-19,689.19324,878.1319,-173.49211,219.17686,-294.97894
