,mslp_pc_0_daily,mslp_pc_1_daily,mslp_pc_2_daily,mslp_pc_3_daily,mslp_pc_4_daily
1988-06-16,-287.28568,-100.23805,-158.50896,571.50665,277.02213
1988-06-17,-428.48022,-46.68048,-338.72125,651.9475,20.46876
1988-06-18,-391.09897,-216.40187,27.038979,653.1621,-80.10173
1988-06-19,-740.1289,-325.12256,85.945984,529.06177,-276.54282
1988-06-20,-436.1951,-35.04015,317.36053,644.23663,-468.34265
1988-06-21,51.57514,-401.26004,171.54085,594.8456,-56.450123
1988-06-22,-125.26702,-734.93414,315.5774,511.0042,-20.61058
1988-06-23,-430.22122,-702.54175,277.04358,310.39838,148.2437
1988-06-24,-477.75473,-395.9229,305.81894,631.477,186.05713
1988-06-25,-311.84018,-369.97586,129.39279,577.60754,366.48587
1988-06-26,-410.80762,-175.27441,-75.8645,322.90298,508.36194
1988-06-27,-679.43756,123.9129,-350.06,108.08698,255.2695
1988-06-28,-276.08417,336.68262,-327.57843,142.73453,267.52844
1988-06-29,403.13388,505.1149,-226.39633,-212.61089,242.40509
1988-06-30,557.64215,777.5287,-19.361769,-471.17776,228.27782
1988-07-01,784.8084,1066.5134,-241.48933,-183.63463,18.685734
1988-07-02,1089.6394,1106.4613,-743.5899,65.92548,1.8549705
1988-07-03,1111.2971,931.4706,-998.5108,-210.64392,452.4707
1988-07-04,476.84836,754.491,-1006.54736,-480.97076,594.8356
1988-07-05,78.428665,900.5512,-517.92706,-170.76074,277.38992
1988-07-06,63.733948,653.99634,41.242214,-17.13257,-174.32515
1988-07-07,133.84926,280.42212,315.61966,4.2971854,-191.67659
1988-07-08,199.8431,203.40227,322.17206,26.691463,-133.81042
1988-07-09,309.81155,326.98682,398.3757,-128.2086,-368.84576
1988-07-10,559.142,461.98553,710.165,-228.94594,-353.61914
1988-07-11,654.6171,130.70604,675.9783,90.21442,5.3252015
1988-07-12,435.61823,259.60483,461.81573,-31.168169,12.580401
1988-07-13,66.97328,392.81116,-48.368137,71.080086,184.48354
1988-07-14,-472.13516,23.839397,-479.18417,321.88766,-118.66592
1988-07-15,-650.50635,18.79319,-410.13034,339.0841,-462.7944
1988-07-16,-362.0279,252.5016,-142.93971,429.01633,-465.4614
1988-07-17,-18.392471,296.47647,-124.32529,330.1736,-274.82803
1988-07-18,184.15262,268.8006,130.72026,157.82965,-329.98047
1988-07-19,285.40042,144.20422,325.92963,280.91516,-237.58904
1988-07-20,311.88397,45.36917,495.13876,120.02697,-112.41082
1988-07-21,462.20718,79.806694,485.56558,-154.67847,-14.628115
1988-07-22,551.36926,473.38815,253.33687,-378.88788,-75.49714
1988-07-23,727.4455,627.2319,-4.485601,-489.59158,-162.73068
1988-07-24,777.60944,730.9998,403.36,-253.80243,-372.95242
1988-07-25,1127.7037,577.28265,1211.8265,-188.41197,-283.49265
1988-07-26,1096.5734,-100.99592,1068.893,-36.266495,99.96748
1988-07-27,670.9909,-323.88666,608.3407,-4.339555,11.751835
1988-07-28,386.51605,14.246847,302.9878,13.916674,-45.9985
1988-07-29,688.5201,-41.167458,-53.677074,268.19543,-180.80241
1988-07-30,718.56647,-414.01303,24.099188,-107.08031,86.03087
1988-07-31,283.53043,-687.93,212.1356,-399.92178,491.99225
1988-08-01,-79.22127,-780.26764,75.87795,-396.794,470.38376
1988-08-02,166.08699,-562.3764,11.898817,75.48622,308.3184
1988-08-03,557.5146,-362.09943,-107.96502,413.2635,-3.908978
1988-08-04,666.9346,-188.63121,-147.70343,65.8795,-268.12372
1988-08-05,499.09235,-45.784836,1.8222196,-167.45557,-377.57812
1988-08-06,111.31899,-97.79673,126.11012,-119.13911,-318.363
1988-08-07,-230.79974,132.8621,160.81482,-244.08287,-462.73755
1988-08-08,-62.062954,635.84015,221.64888,-200.16402,-714.7633
1988-08-09,-32.334152,533.63354,-17.36921,-115.52361,-607.6107
1988-08-10,231.3492,516.8989,-241.1008,-247.36734,-458.21286
1988-08-11,586.8753,430.01392,-131.09982,-188.60979,-364.84314
1988-08-12,678.81494,274.80893,-14.548144,-195.29002,-100.63233
1988-08-13,606.3166,178.75685,-9.503926,-397.82883,-140.23434
1988-08-14,481.06555,175.39323,-121.9604,-402.80698,-119.33089
1988-08-15,329.2012,-167.36105,-390.1463,-140.23943,27.417994
1988-08-16,-21.829517,-249.40082,-582.4763,-326.84018,-188.98524
1988-08-17,-215.75786,-89.52269,-229.30759,-215.07477,-577.1696
1988-08-18,65.366394,469.453,222.98767,-143.19809,-550.6756
1988-08-19,792.0998,650.73956,34.076344,33.41083,55.63081
1988-08-20,1055.3405,45.750706,-545.78485,93.010704,491.55316
1988-08-21,676.1208,-415.09247,-585.51746,32.175453,310.84576
1988-08-22,119.45997,-420.07147,-50.40828,391.8902,90.65379
1988-08-23,316.52676,-26.049124,316.70203,509.24823,-115.44356
1988-08-24,1157.7244,388.98187,222.42032,445.76578,-38.858616
1988-08-25,1062.4825,202.35843,-232.63353,465.44608,9.183391
1988-08-26,790.9011,398.55487,-86.414215,45.801826,-310.0969
1988-08-27,857.66656,651.28394,258.10138,-86.26767,-495.53888
1988-08-28,1092.1157,702.65393,197.3249,-18.658344,-339.97806
1988-08-29,1579.0734,586.91064,101.60546,152.20726,-318.74323
1988-08-30,1431.434,693.2815,643.02496,-52.3399,-139.23715
1988-08-31,938.4924,1014.70514,765.1803,-209.559,-85.28981
1988-09-01,968.35876,1694.6729,107.0765,-153.04398,134.07585
1988-09-02,1546.2881,1681.6901,-312.42465,449.0759,-36.451546
1988-09-03,1778.8018,1326.037,11.59494,260.62616,-221.37483
1988-09-04,1277.0725,710.32544,775.9255,44.053944,-118.49423
1988-09-05,3.2435687,385.03043,754.0008,-14.435907,-304.56784
1988-09-06,-991.35486,327.0119,409.9427,-84.21122,-432.06943
1988-09-07,-1242.8019,389.8342,647.7203,138.17538,-257.78958
1988-09-08,-694.604,-5.1303596,482.5388,301.9488,67.96195
1988-09-09,-353.73383,-304.6858,257.56308,85.37817,-11.724072
1988-09-10,-256.69257,-686.98566,154.61137,-190.51881,-123.56871
1988-09-11,71.72503,-896.07074,-139.78427,-143.55914,-314.05823
1988-09-12,190.82501,-767.8653,-1053.8441,44.208317,-322.21393
1988-09-13,-549.62036,-577.8874,-1390.4149,461.35504,28.036608
1988-09-14,-879.6335,-852.59985,-283.46408,694.73535,285.23215
1988-09-15,-572.67084,-1587.375,-62.595364,101.62602,472.88016
1988-09-16,-518.435,-1500.0266,-455.5202,124.05975,-34.53486
1988-09-17,-134.60918,-1517.542,-708.0842,52.080215,-60.613438
1988-09-18,-42.20082,-1482.4485,-221.13011,267.94406,-295.3531
1988-09-19,-38.10166,-1557.2983,28.991467,-186.77264,-239.46835
1988-09-20,155.7476,-1351.9052,-276.98557,-621.9022,-272.05667
1988-09-21,280.4047,-158.67738,69.1123,-188.119,-468.60413
1988-09-22,923.1137,607.7423,876.8444,291.60953,46.982086
1988-09-23,1634.6377,455.24493,639.22705,472.02457,271.61923
1988-09-24,1895.5121,-417.02658,21.36158,92.01578,70.71787
1988-09-25,1702.6049,-726.97864,94.18905,-560.71313,-309.65164
1988-09-26,1655.5634,-762.7574,139.9253,-554.2033,-155.09195
1988-09-27,1480.8077,-252.37637,113.17745,-693.289,-313.01465
1988-09-28,1706.7941,-68.300735,-170.96333,-184.07675,329.66602
1988-09-29,1270.1423,-1201.5931,-790.2197,-257.24542,507.49765
1988-09-30,-212.20676,-1283.3424,-130.14511,-383.83408,101.91778
1988-10-01,-515.1739,-598.6413,1573.3265,-40.743317,-258.3619
1988-10-02,-686.0561,-680.31836,1684.9865,40.063744,474.1195
1988-10-03,-738.1653,-442.58633,927.8543,-364.0025,591.4683
1988-10-04,-557.08496,115.698616,237.95976,-526.4159,326.77554
1988-10-05,72.31815,433.36267,133.2639,161.38553,-161.4652
1988-10-06,2185.6934,661.5473,100.432076,448.73495,-58.538277
1988-10-07,3299.5278,-79.11091,-831.47736,325.99432,366.49152
1988-10-08,2986.7742,-126.56063,-840.3578,-379.4668,11.50672
1988-10-09,2418.039,213.20557,-506.84344,-399.59363,240.45467
1988-10-10,1344.5819,-280.60983,-186.42473,-439.22296,239.37674
1988-10-11,-35.111774,144.50401,490.6886,66.84778,632.54517
1988-10-12,-629.9972,678.9742,291.23093,3.8730776,681.8583
1988-10-13,-718.5452,954.3077,288.20798,-168.13972,654.193
1988-10-14,-693.1879,209.9906,608.11316,-30.329702,839.77734
1988-10-15,-846.96906,-457.20328,1244.7506,34.360867,561.96814
1988-10-16,-1164.4727,-544.01355,1255.414,183.32338,754.1469
1988-10-17,-1389.994,442.90176,529.8765,-370.5295,323.34045
1988-10-18,-1550.3661,1560.5375,177.51958,-251.1214,21.667181
1988-10-19,-1764.9453,1725.5773,160.96317,99.69395,-313.80182
1988-10-20,-1891.3889,904.59125,311.78027,-322.94476,-327.89258
1988-10-21,-1593.6238,417.09045,98.803185,-968.92084,-307.88577
1988-10-22,-1382.502,31.087349,-429.9561,-919.74805,-237.12529
1988-10-23,-1007.3436,67.698555,-1343.2697,-1028.9851,-674.7494
1988-10-24,-1426.3525,140.52786,-1023.1268,-531.5807,-882.2074
1988-10-25,-1577.9257,395.31186,-194.79298,-754.5797,-318.4697
1988-10-26,-214.15709,735.8287,235.1718,-1048.6583,128.77791
1988-10-27,513.55975,201.7714,-734.56146,-975.5633,195.23161
1988-10-28,-388.33905,-735.95953,-1337.5876,-1027.1659,114.08087
1988-10-29,-1517.1504,-951.4868,-1046.4958,-452.12372,-203.41168
1988-10-30,-1573.9957,-922.6792,-728.0818,-327.56583,113.77065
1988-10-31,-1134.0746,-681.1656,-766.24634,-241.8217,96.622856
1988-11-01,-1052.5835,-475.55576,-1120.5667,-389.919,-257.09464
1988-11-02,-1625.5936,-491.69067,-797.1931,-262.79694,-386.66513
1988-11-03,-1897.5931,-238.83902,118.1006,-430.44415,-116.84054
1988-11-04,-1261.2783,-435.95242,1003.0249,-550.3041,533.5534
1988-11-05,-464.81805,-830.8949,465.6469,-704.4131,690.65405
1988-11-06,-178.4944,-776.9655,-361.09445,-815.7932,94.76363
1988-11-07,-687.242,228.14377,95.59625,-449.32697,-391.0764
1988-11-08,-525.46906,666.0695,1311.3068,-110.013565,283.6138
1988-11-09,61.118565,667.9575,1627.6849,-479.852,401.20932
1988-11-10,589.2879,457.30618,1728.2128,-571.0976,289.3786
1988-11-11,602.9483,-759.9224,1478.3439,-424.27917,656.10785
1988-11-12,-51.965824,-1216.0472,571.7904,-631.4267,481.55667
1988-11-13,-639.1871,-1280.1045,-248.45355,-181.65692,-177.19644
1988-11-14,-1050.9318,-879.9041,-333.45074,186.76874,-772.7271
1988-11-15,-853.9691,-524.59,272.31448,146.61752,-352.4413
1988-11-16,-414.30316,-722.6261,-138.92119,-1152.7683,-3.2665372
1988-11-17,-641.4909,-529.60516,-753.7251,-1047.6658,-436.9286
1988-11-18,-956.2403,-1085.8712,-1355.0127,-329.1996,-383.2726
1988-11-19,-1001.64636,-1022.3174,-1652.8258,-233.35396,-664.6287
1988-11-20,-852.31433,-516.19806,-1658.545,-237.25566,120.59793
1988-11-21,-591.4156,-1088.4596,-1147.036,84.049225,567.8181
1988-11-22,-589.9196,-1494.3551,-720.729,-86.43747,190.92068
1988-11-23,-647.7049,-1567.1382,-202.27425,-265.82712,269.41028
1988-11-24,-203.85092,-1633.8052,-703.68634,-983.6056,201.56616
1988-11-25,-174.23207,-1038.7974,-1283.8928,-1162.6173,-245.23969
1988-11-26,-579.3102,-790.34094,-1295.8577,-748.8218,-223.51372
1988-11-27,-599.2946,-774.5059,-452.09036,-498.84772,-655.36456
1988-11-28,736.2257,-552.265,-124.56112,-413.6259,-609.0952
1988-11-29,1244.373,66.71719,-1123.4039,-14.354012,-1130.0878
1988-11-30,814.5347,880.0194,-1094.553,42.781845,-444.81754
1988-12-01,219.98235,776.334,-611.42114,208.70984,737.53925
1988-12-02,315.9066,974.90125,-119.024734,536.78125,748.95825
1988-12-03,517.64984,1202.0281,700.81134,625.9733,72.01321
1988-12-04,1409.7583,868.95575,543.12866,790.28186,92.29932
1988-12-05,1495.3981,-108.193306,-885.27655,1060.3185,-64.1605
1988-12-06,167.11127,-886.5552,-1342.449,1257.8013,-197.83438
1988-12-07,-257.96777,-1393.9958,159.04216,1112.1448,-85.34151
1988-12-08,101.458206,-2089.4333,95.392555,133.20836,267.46906
1988-12-09,23.329798,-1845.1741,-248.57373,273.0576,-196.12129
1988-12-10,102.09627,-1725.5586,-406.04352,426.157,-67.58147
1988-12-11,-84.87402,-1676.6088,-565.1088,532.14026,-522.1385
1988-12-12,-834.14923,-1706.6362,-458.60156,665.9943,-81.623
1988-12-13,-1024.9115,-2255.7058,-883.64624,-37.969215,-78.25951
1988-12-14,-1592.5314,-1660.4001,-462.402,428.36465,-769.6695
1988-12-15,-1105.7014,-1172.0908,387.9922,518.1867,-63.116184
1988-12-16,-615.6705,-1264.6509,-39.97176,70.779106,455.6912
1988-12-17,-769.0691,-1393.313,-588.88104,3.942502,-198.04678
1988-12-18,-46.163197,-1414.3131,0.9861581,583.98834,-718.70087
1988-12-19,276.70386,-1228.7501,-1008.09143,838.5718,-727.3271
1988-12-20,-104.63459,-1302.1643,-465.96884,815.42755,-336.0425
1988-12-21,521.7067,-1271.1302,311.02426,15.846164,-472.8564
1988-12-22,1651.5509,-1109.6345,274.13715,-357.9272,-244.98865
1988-12-23,1740.3527,-739.14246,-621.1256,-518.0856,-630.89557
1988-12-24,679.98505,-781.728,-1412.329,-223.69441,-881.4721
1988-12-25,-467.34442,-115.349915,-384.34277,-486.96954,-1177.1687
1988-12-26,4.6902847,151.8814,1148.4236,-49.036983,-813.84143
1988-12-27,410.01938,-478.13644,1107.9299,53.69922,-651.0639
1988-12-28,153.30066,-883.36237,1565.7357,66.81687,-284.52972
1988-12-29,-384.48773,-1673.819,789.36926,-631.8231,-191.74484
1988-12-30,-964.87494,-1516.977,263.4388,-565.12,-580.1347
1988-12-31,-1938.3324,-1125.2979,48.167477,-188.52437,-1240.6241
1989-01-01,-2348.7832,-829.10394,1167.0848,193.27151,-378.2652
1989-01-02,-1554.2301,-1195.2825,1522.9708,-810.56256,404.04922
1989-01-03,-700.04865,-891.765,1760.9597,-1087.2587,-392.04636
1989-01-04,-39.132317,-1414.3325,1716.0836,-239.80739,-344.04642
1989-01-05,400.67142,-1727.0297,707.5117,-409.93762,-222.0178
1989-01-06,110.28238,-1299.3534,-767.01135,-114.528206,-68.06856
1989-01-07,96.60262,-1020.3849,-743.5126,560.21985,-411.68372
1989-01-08,1057.778,-595.36334,9.505293,610.0632,-11.993285
1989-01-09,1349.3738,-740.77277,-452.03152,-218.50479,128.70639
1989-01-10,769.9131,-906.56494,-570.21826,-400.17886,-328.65152
1989-01-11,1052.2078,116.77068,1214.0945,127.37019,-376.4666
1989-01-12,934.17303,-339.54092,1198.5779,-185.40579,367.73163
1989-01-13,546.6472,-142.40645,1431.3564,-455.97662,-882.44354
1989-01-14,1188.4705,-1214.2662,2126.6658,512.68616,-364.09433
1989-01-15,1608.8389,-2374.9956,1046.5143,-331.26242,-139.9735
1989-01-16,504.90656,-1841.6404,207.05133,-556.2603,-527.1719
1989-01-17,46.36404,-2123.6296,-378.4686,-661.32275,-518.67505
1989-01-18,-358.55325,-1706.9781,564.788,-86.76481,-676.53394
1989-01-19,-120.26603,-1554.0365,830.73895,-571.2715,28.514711
1989-01-20,26.497946,-1045.0712,661.1301,-916.22534,18.402908
1989-01-21,431.4884,-777.15216,132.26355,-473.22922,99.004555
1989-01-22,159.78728,-1168.75,-267.98193,-819.0424,-534.81213
1989-01-23,-132.06248,-667.3016,936.0959,-598.4026,-804.4765
1989-01-24,-235.3237,-200.28459,1752.4348,-435.42725,-192.75066
1989-01-25,-299.82648,45.994213,1579.9869,-760.10736,74.11005
1989-01-26,68.52692,-278.38754,1929.4941,-569.4615,138.17963
1989-01-27,642.5901,-543.0074,2756.7622,-611.08887,-37.8327
1989-01-28,657.2873,-2283.5264,2070.4712,-687.28723,691.0737
1989-01-29,435.46613,-2818.8997,1776.5962,-816.29224,344.71613
1989-01-30,-551.82355,-2570.5466,720.34174,-1151.6874,-407.38412
1989-01-31,-1416.0897,-1770.4003,1362.317,-551.2511,-451.77786
1989-02-01,-923.2112,-1799.1979,1524.1145,-584.7375,107.658134
1989-02-02,310.34824,-1808.7426,1291.298,-908.53546,46.531662
1989-02-03,1036.993,-1545.0116,1302.4858,-793.9457,-199.34218
1989-02-04,1960.7605,-1578.8899,1850.3162,-379.78882,535.8253
1989-02-05,1987.27,-1891.0188,921.19476,-760.96747,1.0805246
1989-02-06,1927.83,-1775.0088,1325.3357,-774.65894,-175.06519
1989-02-07,722.6419,-1572.9974,546.71533,-1151.7493,-129.71391
1989-02-08,-1014.5374,-283.0767,472.83633,-1114.6697,-493.7442
1989-02-09,-1189.1938,904.2629,1647.4681,-188.17062,-390.37985
1989-02-10,-1482.8434,-342.05707,1889.5774,203.05392,315.45468
1989-02-11,-510.6849,-1354.8455,2411.3464,53.13643,-178.94559
1989-02-12,106.886635,-2438.128,1357.5645,108.53437,-131.79517
1989-02-13,1029.3672,-2164.6091,803.2808,143.08643,-180.79636
1989-02-14,1607.4484,-1874.5287,504.40195,482.94037,-137.23482
1989-02-15,3003.1272,-1703.7393,28.07511,-155.21762,662.51056
1989-02-16,2119.9944,-1529.3662,-1093.9004,-856.3648,217.46014
1989-02-17,1642.534,164.11296,406.30038,-745.58813,-406.79578
1989-02-18,2043.4086,770.94836,1653.6025,-163.99962,-157.75195
1989-02-19,2461.1565,-626.79376,1548.5637,-26.808949,204.09145
1989-02-20,1546.1583,-1355.6033,329.58444,-139.27773,-148.75894
1989-02-21,863.73114,-756.6404,76.0769,-435.39627,-448.3963
1989-02-22,1297.6987,277.16925,411.99115,-195.35585,-421.2785
1989-02-23,2346.8596,832.1871,324.0016,-47.91289,174.56357
1989-02-24,3347.5283,1799.4049,-322.22488,-47.74937,777.5466
1989-02-25,4013.4954,3189.0686,-1019.37775,711.951,928.6159
1989-02-26,4134.4243,2716.505,-1917.9872,1307.627,650.37836
1989-02-27,3668.6294,1474.4753,-2019.637,959.6897,19.772127
1989-02-28,3050.4558,949.7856,-1780.0914,286.64938,19.017157
1989-03-01,1764.6531,490.68005,-1053.9182,-70.30794,126.73588
1989-03-02,871.4127,791.97784,-261.70126,-377.99768,39.07637
1989-03-03,266.83856,659.12866,-171.35973,211.58403,-102.064125
1989-03-04,312.35745,629.28125,676.2132,54.924725,-384.09167
1989-03-05,454.5644,980.685,1161.4126,-753.45197,-139.8276
1989-03-06,393.02798,711.35565,1727.7179,-49.02147,268.26468
1989-03-07,-9.018229,-49.661076,1138.5625,349.43805,365.61893
1989-03-08,118.701965,484.26315,714.2299,318.50684,-519.1689
1989-03-09,586.88635,970.15405,1262.4567,341.0139,-338.45306
1989-03-10,1070.3033,87.283875,1572.5676,170.94914,600.99005
1989-03-11,654.9976,-367.0488,1351.2258,-43.21455,479.22556
1989-03-12,820.94556,-1.0973902,894.9553,-155.36156,382.57837
1989-03-13,1200.0408,-187.92867,133.95456,403.2088,198.01884
1989-03-14,1940.148,-95.973946,-153.00276,-159.6722,-102.35278
1989-03-15,2340.0295,361.5948,-740.6574,-132.85674,283.65338
1989-03-16,1930.3438,273.47375,-1233.1572,96.62349,612.13055
1989-03-17,1446.6664,-68.41231,-526.3884,380.98074,135.89267
1989-03-18,1505.394,-44.22044,658.63196,241.84085,-170.47093
1989-03-19,1720.6666,345.02026,891.066,-167.89207,-44.317467
1989-03-20,1983.5945,485.14227,992.77423,542.9482,279.00113
1989-03-21,2084.5977,-100.57519,539.8591,655.2666,211.67647
1989-03-22,2414.266,-800.1445,247.52986,346.47556,-12.841038
1989-03-23,2280.0752,-962.2451,316.86594,215.0796,-360.45114
1989-03-24,2506.9646,-355.55347,201.96161,363.80405,-234.45668
1989-03-25,1437.0071,-395.3895,-426.80118,-98.70662,-590.3662
1989-03-26,19.16013,221.56097,-136.60774,-518.26715,-752.2221
1989-03-27,-319.6597,677.31415,538.2353,-165.22577,-330.48688
1989-03-28,352.0788,-219.57823,692.86456,16.238823,328.92676
1989-03-29,521.3485,-691.73486,295.3766,-722.69867,-424.28458
1989-03-30,215.46371,-389.78516,246.01726,-301.58102,-421.2069
1989-03-31,-697.1292,233.13774,80.22178,-58.676937,-555.11865
1989-04-01,-1082.1655,693.6146,-19.981268,519.7555,-623.5123
1989-04-02,-1004.58386,791.31415,-284.76764,544.86383,-401.16373
1989-04-03,-1179.7203,556.0415,-465.89932,190.97597,367.42377
1989-04-04,-1282.7338,720.982,-238.67244,404.11646,696.09534
1989-04-05,-1004.15875,1266.7653,-46.145332,544.2008,460.80414
1989-04-06,-139.51208,1109.6852,203.72462,575.4518,100.04838
1989-04-07,452.6411,990.8144,493.77023,-65.64374,110.961494
1989-04-08,600.73096,763.50464,492.09787,-545.33276,451.74307
1989-04-09,948.8082,961.4974,724.6618,-386.40875,266.92032
1989-04-10,1204.6031,1509.0823,1064.453,113.183174,7.761017
1989-04-11,1993.1841,1854.1753,1519.3785,142.19438,220.09909
1989-04-12,2020.3628,1420.9415,1196.9985,523.19354,559.80426
1989-04-13,959.03436,1052.0162,470.17325,956.34705,610.1491
1989-04-14,-187.6932,804.8931,-250.87321,844.01917,40.737602
1989-04-15,-455.46335,950.2187,-273.3411,771.34,-301.0132
1989-04-16,-703.3804,605.14575,-309.8242,1083.4219,-212.38373
1989-04-17,-946.1353,655.3798,-557.298,531.8512,-333.71255
1989-04-18,-856.9033,537.0787,-276.27856,4.8939934,-125.76705
1989-04-19,-845.8192,247.21783,-366.05563,-256.579,24.67987
1989-04-20,-1047.0737,-85.858284,-695.1081,-413.42535,31.590042
1989-04-21,-1023.36945,-403.3428,-956.2186,-492.1328,73.06407
1989-04-22,-468.2837,-433.04044,-1161.0729,-214.40878,93.295906
1989-04-23,201.02522,-443.5729,-1141.2561,-319.23148,239.01083
1989-04-24,433.09485,-364.56915,-742.0076,-394.936,818.026
1989-04-25,392.1661,59.01223,-354.13138,176.88164,893.50867
1989-04-26,671.1186,225.76503,-247.13127,586.53864,364.5104
1989-04-27,370.62598,-22.177185,-347.9698,507.5606,21.166594
1989-04-28,-55.131992,-455.58997,-219.92007,466.05844,-125.12546
1989-04-29,-21.573067,-594.3117,90.29163,337.39923,-235.81664
1989-04-30,90.6125,-330.59622,756.9338,372.94424,-461.28845
1989-05-01,322.63843,-189.57288,1198.3854,434.55865,-297.04816
1989-05-02,401.18982,-354.03226,1045.751,250.40807,-188.64435
1989-05-03,24.450022,-596.01953,834.8197,166.60703,183.27832
1989-05-04,-426.33813,-879.3716,464.09937,16.113504,234.64035
1989-05-05,-494.1066,-1269.089,-149.728,-154.07541,27.795813
1989-05-06,-434.24478,-1070.9343,-375.6788,80.51468,-166.77777
1989-05-07,141.29674,-844.6456,-41.650898,48.125034,151.39745
1989-05-08,548.15466,-620.3614,-277.27405,-174.86536,103.79186
1989-05-09,1155.4342,-456.7401,-359.02917,-246.5284,285.04877
1989-05-10,1431.5181,-474.32422,-306.95508,-405.7629,172.61478
1989-05-11,1580.5288,-103.735275,-312.938,-405.87488,280.64075
1989-05-12,1530.702,366.02545,-203.11002,142.35562,231.28333
1989-05-13,1205.4674,221.96225,-76.47336,241.70427,-190.13193
1989-05-14,902.7479,-307.2616,898.6037,52.935978,-567.10803
1989-05-15,484.07706,-565.31476,1770.0016,112.36284,-202.49535
1989-05-16,317.97726,-1057.1017,1544.6311,55.063377,207.82591
1989-05-17,-72.36302,-1040.4839,845.17523,-350.0456,176.6081
1989-05-18,-372.5901,-689.4042,808.72217,-152.54369,249.89935
1989-05-19,-674.31805,-499.86118,545.3442,-423.98575,266.50333
1989-05-20,-965.65106,170.08804,479.8128,-361.84027,-249.47462
1989-05-21,-1437.4358,201.30392,353.90878,84.76878,0.4802608
1989-05-22,-1430.5669,99.06786,444.1011,-131.92407,330.27957
1989-05-23,-917.8193,-24.404068,832.28326,-68.513855,490.83755
1989-05-24,-991.1796,-267.98734,929.9709,0.7562764,723.78674
1989-05-25,-1160.5416,-625.83026,512.6277,-146.58852,659.71796
1989-05-26,-1261.7283,-821.7079,129.5023,-231.09169,399.01007
1989-05-27,-939.2344,-750.5038,305.74985,-68.130394,209.5658
1989-05-28,-358.9936,-767.2384,86.055405,-123.113884,515.75574
1989-05-29,140.83398,-790.9004,-568.5446,-368.18234,435.28687
1989-05-30,295.39407,-632.6101,-832.89075,-168.56914,466.08392
1989-05-31,271.30054,-216.7364,-825.71124,151.81538,170.23868
1989-06-01,475.41306,-223.64505,-620.88654,49.857956,367.7455
1989-06-02,251.62198,-102.118645,-452.8891,199.7978,277.72687
1989-06-03,-264.33823,107.779976,-341.466,470.5226,53.574944
1989-06-04,-408.97006,-27.826036,-338.9633,498.65356,-45.623417
1989-06-05,-70.11375,-214.41637,-446.09433,441.35284,-29.826817
1989-06-06,51.730316,-278.7916,-451.72217,377.72586,80.55022
1989-06-07,112.28434,-225.97772,-261.08188,390.9639,-126.020164
1989-06-08,297.26666,52.95438,69.704445,-30.452631,-186.69899
1989-06-09,303.0303,171.91539,260.1966,-379.7865,-25.842346
1989-06-10,-91.75474,538.0118,270.9625,-426.1053,-398.61844
1989-06-11,-515.73016,737.18695,537.10114,-470.3808,-633.3473
1989-06-12,-1211.6143,745.6492,754.20056,-135.9672,-432.1646
1989-06-13,-1617.5763,672.8513,864.5255,405.95676,-394.89825
1989-06-14,-1555.8086,257.6214,818.9067,629.633,-235.87381
1989-06-15,-1163.5408,58.257824,810.7377,367.92783,-189.65164
1989-06-16,-969.03064,-47.50137,679.9343,236.72917,-73.01691
1989-06-17,-945.8677,-155.26653,283.0027,5.657641,29.027496
1989-06-18,-1513.6625,-278.14435,73.705444,114.14869,45.359043
1989-06-19,-1561.3398,-472.6242,229.90344,175.57239,77.9484
1989-06-20,-1073.2623,-807.3508,89.09067,161.4885,213.67961
1989-06-21,-707.8474,-657.07544,36.06567,354.02228,174.58585
1989-06-22,-252.95784,-466.2177,43.96427,351.82275,285.50284
1989-06-23,367.02225,-591.2021,-38.164803,167.49805,487.2722
1989-06-24,899.9682,-303.1494,298.17685,37.693142,265.66016
1989-06-25,1399.64,282.0162,484.14667,-115.165375,151.10725
1989-06-26,1237.7922,170.8559,374.3927,-170.55417,475.26736
1989-06-27,672.0113,165.9721,72.49905,197.56311,321.89603
1989-06-28,807.99194,1.9086863,-36.959164,291.49207,45.792118
1989-06-29,1049.0288,-311.4093,108.508804,88.39561,423.4881
1989-06-30,730.19305,-242.17198,214.4861,-29.839521,397.04758
1989-07-01,10.192196,-172.75946,-45.977352,84.9614,190.87143
1989-07-02,-763.31433,-229.43126,95.89851,461.7818,-15.938966
1989-07-03,-1089.5159,-306.23672,316.8101,280.2457,325.66486
1989-07-04,-1459.0706,-380.54272,94.74144,23.911184,329.42126
1989-07-05,-1373.3865,-335.64722,237.3954,-106.20898,160.30585
1989-07-06,-807.4019,-87.03103,510.59293,-39.41775,359.09454
1989-07-07,-339.866,-199.87434,169.13089,-125.86646,448.59656
1989-07-08,-237.31392,-325.68628,56.59264,86.25928,388.72775
1989-07-09,-316.67935,-439.99918,464.4987,232.49385,135.39896
1989-07-10,-312.58194,-520.5256,700.0406,355.94733,102.56395
1989-07-11,-247.65373,-673.208,556.28674,349.41742,264.27658
1989-07-12,-7.0045667,-797.13336,108.05547,198.06775,362.15143
1989-07-13,-45.1351,-900.7151,-489.31717,38.945896,224.15582
1989-07-14,-169.63007,-866.4615,-504.44485,73.893845,190.7996
1989-07-15,-151.10844,-953.3714,-827.5863,-223.00923,114.124435
1989-07-16,-156.24121,-1064.7759,-784.67786,-320.6933,-22.059805
