,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-1.709209904660836,-3.9453001371421257,4.652121729114113,4.5037931981157175,5.19935435442094,4.034035397006564,2.30448469008531,1.8994607079246697,1.77917106701808,2.6690363497393235,1.189938883251064,1.716618483878221,2.2108650429167103,1.7527094042398845,0.1415678782523218,2.0147451415409146,4.478203422720496,3.3144885900455328,1.7695817204265114,3.8107623153357357,0.36435154112273865,1.7882961402460227,3.8553689820625916,5.1295538489373955
1,-1.8139140505175964,-3.787106942439872,5.213629348647139,4.215710639534234,5.134084548177869,4.380642351036656,2.2173501114845564,1.795728968354288,1.8477561327578587,2.34160803611027,1.0361919427877637,1.7310577805791485,2.384131934071036,1.608652102876891,0.3434082868551572,2.6811219959672496,4.361453387912152,3.2356872091081246,1.7156871660571078,4.161167266296289,0.09000475200511943,1.8525103374941028,4.194517671633181,4.73225038995841
2,-1.852886377669531,-3.7753749796507767,5.2671644435058145,4.266553957394472,5.174552444934365,4.474147864452723,2.074138605827178,1.7796172647648605,2.1235923917198543,2.1127998417009315,0.9693844813431727,1.6601766570171073,2.6197309732043736,1.4746246430436314,0.27993223526424277,3.0918984129972626,4.174421245997856,3.2253197146713206,1.7258440452355477,3.808699088629585,-0.3468894519348203,1.944227583217014,4.425153549313225,4.43777934256005
3,-2.0833598592222886,-1.9305045299539108,5.407039346200462,4.295431993358783,5.15898614737994,4.417671000965659,2.0873486429306864,1.759632579975203,2.309875680644677,1.864303676473338,0.9073266793899549,1.5371148041335425,2.3294352495079567,1.0948941365169211,0.21723639232025357,3.557181003838664,4.139312268327544,3.266214206900591,1.902855618969607,3.440434505538824,-0.46474636930011143,1.9277147286123675,4.663457723562664,4.220173392231693
4,-2.191987262136383,-1.2950964351816414,5.709890403148639,4.346288656521614,5.123309089376008,4.235813716918053,1.848605954305271,1.6388809070318955,2.7192408433020767,1.8640010874371113,0.8087508114357856,1.6752459318453874,2.1303670115214786,1.0775188995376423,0.34725331302923246,3.688696288035023,4.115476913925117,3.0705285523793444,3.13867320993825,2.8151795005883806,-0.5932131559201219,1.9774957083342406,4.960524457716117,4.05496347029111
5,-2.5380806992053477,-0.5667832471272516,5.840523737760551,4.35997731865034,5.127272649735544,3.9996289271784122,1.7771457740774599,1.4583081025765,2.9637678088992168,1.74302256090277,0.7993696793400715,2.267922053993608,1.6214092295588836,1.0752169101774052,0.2655748534062746,3.7625252915728673,4.054155568043347,3.125568295348489,3.712441292816431,2.4034059184983656,-0.713589693668886,2.131257592164166,4.996575519522819,3.9336331428376936
6,-2.5663106920189986,-0.40598730592158894,6.356204394176991,4.525229452421363,5.494589627003658,3.72209097478948,1.8795232398063852,1.3804843639353466,3.113433572432467,1.6667133440507182,0.7235627892887329,2.477978434090123,1.2325764108929167,0.9228660178548895,0.27828440627918066,3.5728898266548796,3.959407786027756,3.0478927940541247,4.3335372313523965,1.9513570380345397,-0.8392981621762508,2.2980050731316872,4.999093325718123,3.8625316801587406
7,-2.6146311416964463,-0.09767110097096995,6.531447198774273,4.6039842383059275,5.6878590947261936,3.44765553766646,1.9734942072088126,1.4236569006384765,3.079964352351923,1.3740344974769176,0.526888231844944,2.667817333180062,1.2446809260783969,0.9274887815769407,0.4193453946349365,3.1625857512178097,3.8963236582079035,3.0147203297525653,4.567943208176863,1.5323076296616525,-0.9074364165634651,2.7697901534443767,4.866979022464774,3.881634564964343
8,-2.666351814027743,-0.3059506234292745,6.907255881908143,4.679475116505569,5.904304614026597,3.284966515527143,1.9057802854298729,1.249864619765974,2.692442560746686,1.3590734718654125,0.3697260359774148,2.8152301962754422,1.1482240171082272,0.7086146749412294,1.0067100121868024,2.3325134735076523,3.7502600585171737,3.0172135337637416,4.649617695046705,1.4649958587966296,-0.894042554395914,3.039411541966332,4.875589864851906,3.910095739205465
9,-2.6014435078090865,-0.6113434225142004,7.063168467364664,4.817500351601618,5.9361499185882645,2.9657797134472945,1.9301178909467125,1.9359915693172867,2.517258957759629,1.3255823330511256,0.4476743906759222,2.882119824701708,1.245040805484295,0.7375267366581851,1.2190309670974788,1.9364704602140062,3.809116920478158,3.0110804910261937,4.5235769468216285,0.807067354568246,-1.065135631341713,3.3509990713268323,4.943857541253645,3.840668994871744
10,-1.4607165236344046,-1.4961841606227282,7.234598518620872,4.891861146623238,5.887426680704086,2.8067791774336355,1.9413685599571535,2.194033680709376,2.2616399245512393,1.2917309796934815,0.37030557722748825,2.8298544196611166,0.9150059564104635,0.7973537642843163,1.3225794201698553,1.8411711858079252,3.7111854681737353,3.0145727188790246,4.211848899266208,0.6854603737050191,-1.1780128615481138,3.4044129623393076,4.977801581095135,3.862318492724644
11,-0.9182744710856141,-1.6969521364955722,7.389028309925213,5.065856712014682,5.721695730946019,2.747150580458874,1.8883904227364077,2.475849916525435,2.1828288991989067,1.1589307613142552,0.33108008757792745,2.688842461729397,0.9322289616423028,0.844395175756865,1.4470436268389528,1.6343015526020324,3.799722564051668,3.9441509359595304,3.6349441850922912,0.5707076972586262,-1.0855661236599592,3.70791200290881,5.069867170352959,3.936125156454658
